mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_105198,CCC1(CN1C)C(N)=O,1.99846,1.54583,1.10014,3.2002,79.48,-0.2286,0.0295,0.258,1211.6046,0.18141,-420.420922,-420.410818,-420.409874,-420.455557,37.707
gdb_1959,OC1CC(C1)C=O,8.09937,1.41001,1.34165,2.352,58.03,-0.2509,-0.0229,0.228,878.0989,0.123924,-345.646914,-345.639701,-345.638757,-345.67851,25.835
gdb_103268,COC1(C)C2OC(=O)C12,2.78854,1.43779,1.21007,4.8245,68.8,-0.2651,0.001,0.266,1077.7592,0.13353,-458.945986,-458.937321,-458.936376,-458.979274,31.851
gdb_35786,N#CC1CC2OC2CO1,3.87367,1.19882,1.00951,4.8466,68.94,-0.2823,0.0099,0.2922,1136.6326,0.125476,-437.874765,-437.86732,-437.866376,-437.906921,28.167
gdb_28709,Cc1cnc(o1)CC=O,3.78683,0.95683,0.81407,2.6265,73.71,-0.2356,-0.0333,0.2023,1385.56,0.123092,-437.937861,-437.929155,-437.928211,-437.973098,30.054
gdb_37609,C1C2C3C4C1C1C2C3C41,2.96826,2.44874,2.2112,0.0959,79.51,-0.25,0.0791,0.3291,772.1234,0.164174,-348.70528,-348.70015,-348.699206,-348.734312,24.325
gdb_85907,CC1CC(C)(O)C2NC12,2.64322,1.36767,1.20174,1.9655,81.32,-0.2325,0.0742,0.3067,1170.7856,0.194266,-404.342693,-404.333582,-404.332638,-404.37567,36.254
gdb_19053,CC1OC2CN3C2C13,3.69079,2.24875,2.05126,0.6507,66.28,-0.23,0.0816,0.3116,750.6129,0.144058,-363.813537,-363.807192,-363.806248,-363.843677,25.58
gdb_71156,CC12CC3C(N13)C21CO1,2.70433,1.85203,1.4768,2.838,75.02,-0.242,0.0789,0.3209,950.4441,0.14744,-401.8688,-401.861293,-401.860349,-401.900362,29.885
gdb_87174,CC(=O)CC1(O)CC1O,2.51924,1.32598,1.02492,4.1915,72.17,-0.24,-0.026,0.214,1213.1369,0.156156,-460.16463,-460.154991,-460.154047,-460.199137,36.063
gdb_106177,COC12C3CC1OCC23,2.73059,1.60197,1.41635,0.9983,74.17,-0.2233,0.0893,0.3126,1014.1816,0.160117,-422.979938,-422.972166,-422.971222,-423.012289,30.129
gdb_68880,CC12CC1(O)C1CCN21,2.30488,1.84787,1.39136,1.2001,78.86,-0.2037,0.0734,0.2771,1025.5887,0.170759,-403.084112,-403.075678,-403.074734,-403.116671,33.203
gdb_120024,COCC1N(C)CC1=O,2.01488,1.46181,1.03933,3.1006,76.76,-0.2168,-0.0162,0.2007,1243.2994,0.168427,-440.258277,-440.248455,-440.247511,-440.293295,34.898
gdb_3911,c1cn[nH]c1C=O,8.2413,2.1017,1.67463,1.9498,55.67,-0.2674,-0.0671,0.2003,673.0235,0.080965,-339.469166,-339.463642,-339.462697,-339.498604,19.679
gdb_82102,OC1C2CC2C1N1CC1,2.85734,1.41824,1.12671,2.4822,79.12,-0.2379,0.0775,0.3153,1138.9455,0.171609,-403.080059,-403.071817,-403.070873,-403.113303,32.056
gdb_97023,CN=C1C2(CC2)N=CN1,2.59406,1.61289,1.08593,2.767,82.09,-0.2128,-0.0056,0.2071,1128.2451,0.148119,-398.141898,-398.133237,-398.132292,-398.1757,31.794
gdb_114989,CC1CC(CO)OC=N1,3.61521,1.02874,0.84084,1.1193,76.55,-0.2508,0.0196,0.2704,1381.9332,0.171709,-440.303172,-440.294226,-440.293282,-440.336958,33.576
gdb_64881,CC1(CC(N1)C=O)C=O,3.03612,1.01141,0.87927,3.9426,73.59,-0.2425,-0.0331,0.2094,1337.1053,0.144687,-439.079906,-439.070453,-439.069509,-439.115176,33.552
gdb_67324,OC12C3OC1C3C2C#C,3.29629,1.43735,1.21694,2.2001,70.89,-0.2341,0.035,0.2692,1012.2437,0.110357,-420.489278,-420.48171,-420.480766,-420.521182,29.689
gdb_108214,OCC12CCC(OC1)O2,3.0353,1.48151,1.30512,2.1092,69.3,-0.2529,0.0728,0.3258,1034.1438,0.161578,-460.170924,-460.163336,-460.162392,-460.202882,30.164
gdb_39188,C1OC2C3OC22C1NC32,2.43637,1.75545,1.5717,2.0079,70.49,-0.2269,-0.0192,0.2077,927.4272,0.126076,-437.865297,-437.85807,-437.857126,-437.897178,27.762
gdb_126826,CCN1N=CN=CC1=N,2.88974,1.52549,1.08179,0.1609,80.12,-0.2198,-0.072,0.1479,1110.6177,0.138036,-414.195325,-414.187332,-414.186388,-414.228218,29.849
gdb_20652,CC1=CC=NNC1=N,3.38136,2.26776,1.36868,1.3586,72.91,-0.2092,-0.0474,0.1618,863.4343,0.121371,-358.865519,-358.858604,-358.85766,-358.896454,26.425
gdb_88233,CC1OC1C#CC1CN1,4.6673,0.6602,0.62979,2.2851,85.48,-0.24,0.01,0.25,1800.3446,0.14643,-401.870397,-401.861061,-401.860117,-401.906729,32.99
gdb_117287,CCCC(=N)OC(N)=O,4.64293,0.70585,0.61975,4.237,74.25,-0.2599,0.0104,0.2702,1792.7114,0.157364,-456.406866,-456.396371,-456.395426,-456.443763,36.433
gdb_16004,C1CC12CN=COC2,3.91524,1.91991,1.5556,2.1795,68.36,-0.2442,0.029,0.2732,849.2246,0.144555,-363.861364,-363.854555,-363.853611,-363.892251,26.433
gdb_76400,CC1(C2CO2)C(O)C1O,2.69423,1.16357,1.15008,1.2059,71.34,-0.2326,0.0515,0.2841,1186.6715,0.156617,-460.110494,-460.100834,-460.09989,-460.145092,35.419
gdb_11429,COC1CNC(=O)O1,4.03476,1.61917,1.28394,4.2172,57.9,-0.2626,0.0546,0.3171,938.0259,0.119702,-436.983306,-436.975696,-436.974752,-437.015739,26.809
gdb_94813,CC1OCC2(CO2)C1C,2.91486,1.34935,1.10429,2.0358,78.05,-0.2465,0.0752,0.3217,1180.2771,0.181888,-424.216319,-424.207343,-424.206398,-424.250038,34.293
gdb_28401,NC1=NC=C(O)C(=N)O1,3.22943,1.4565,1.00442,3.3121,71.94,-0.1981,-0.0258,0.1722,1090.3642,0.102051,-470.042082,-470.034298,-470.033354,-470.074155,29.936
gdb_59497,CC(O)C1CN1CC#N,3.83739,0.84335,0.74156,5.4412,77.31,-0.2534,0.0278,0.2812,1522.4113,0.157547,-419.181328,-419.171521,-419.170577,-419.216616,35.292
gdb_31628,Cn1cc([nH]c1=O)CO,3.56937,1.06155,0.85847,3.7754,73.29,-0.1941,0.0225,0.2166,1323.4509,0.13654,-455.199595,-455.190507,-455.189563,-455.233881,32.558
gdb_50135,O=CC1OC2(CC12)C=O,4.12599,1.0943,1.00824,4.8047,68.84,-0.2559,-0.0509,0.205,1158.5799,0.109799,-457.725693,-457.717595,-457.71665,-457.758989,29.001
gdb_29865,CN1C=NC(=N)C(C)=C1,3.03823,1.40599,0.97278,5.9301,86.4,-0.201,-0.0113,0.1897,1207.4661,0.149384,-398.174258,-398.165619,-398.164675,-398.20776,31.771
gdb_1233,CC(C)C#CC#C,7.7386,1.09758,0.99907,1.2253,78.98,-0.24,-0.0083,0.2318,1154.0398,0.122618,-271.339821,-271.331571,-271.330626,-271.37208,29.594
gdb_11122,OCC1CC(O1)C#N,6.49875,1.07689,0.98803,3.5396,62.08,-0.2746,-0.0081,0.2665,1130.0999,0.118736,-399.783042,-399.775184,-399.77424,-399.816189,27.655
gdb_131119,OC(C#N)C1=NOC=N1,3.34194,1.2298,1.0169,3.6443,59.02,-0.3199,-0.0548,0.2651,1097.9626,0.077887,-468.796947,-468.789323,-468.788379,-468.830171,26.38
gdb_94939,CC1CCC2C1C2(C)O,2.62041,1.27222,1.1423,1.3671,85.05,-0.2393,0.0736,0.3129,1233.5805,0.205681,-388.295307,-388.285853,-388.284909,-388.328953,36.947
gdb_34285,N#CC12CC(CN1)C=C2,3.43105,1.47935,1.33191,4.4729,76.41,-0.2423,-0.0079,0.2344,987.5561,0.139382,-380.874407,-380.867493,-380.866549,-380.90547,28.24
gdb_28279,c1c2c(c[nH]1)oc(n2)N,5.37893,1.32203,1.06219,1.7378,71.4,-0.1866,0.0285,0.2151,1046.1565,0.104675,-432.908173,-432.901326,-432.900381,-432.939025,27.37
gdb_39939,C1NC11C=CCC2NC12,2.92917,1.58982,1.21509,2.3615,81.99,-0.2252,0.0247,0.2499,1061.62,0.162352,-382.030358,-382.022998,-382.022054,-382.062105,29.919
gdb_11543,CNC(=O)CC1CN1,4.0277,1.23599,0.99475,2.4755,69.39,-0.2409,0.0337,0.2746,1179.1117,0.154315,-381.125421,-381.116581,-381.115636,-381.159708,30.963
gdb_40784,C1C2OCC(C12)N1CC1,3.68209,1.20676,1.03938,2.2211,78.86,-0.2261,0.0877,0.3138,1201.0392,0.172193,-403.095737,-403.08792,-403.086976,-403.128353,30.651
gdb_27560,c1c(nc(o1)O)N2CC2,4.3965,1.11458,0.95505,1.5637,68.45,-0.2191,0.0236,0.2427,1189.4895,0.113519,-453.941398,-453.933898,-453.932954,-453.973877,28.214
gdb_91970,OC1CN2CC2C11CO1,2.46389,1.74085,1.3912,2.1311,71.13,-0.2309,0.0537,0.2846,988.7737,0.148188,-439.034191,-439.026484,-439.02554,-439.066101,30.498
gdb_77384,OC1C2(O)C3CC1(O)C23,2.52285,1.6796,1.37339,1.5125,67.58,-0.2431,0.0684,0.3115,980.4759,0.134624,-458.901698,-458.893582,-458.892638,-458.933558,32.524
gdb_83821,CC1C2CC=CCOC12,2.76473,1.47909,1.17839,0.9133,83.84,-0.2321,0.0243,0.2565,1136.2528,0.183932,-387.075991,-387.067661,-387.066717,-387.108674,32.73
gdb_121358,CCOC1CCCC1C,2.2901,1.1314,0.90573,0.9328,89.32,-0.2437,0.0782,0.3218,1467.3646,0.228973,-389.511405,-389.501027,-389.500083,-389.547689,38.063
gdb_126578,CCCCc1ccn[nH]1,5.20608,0.65506,0.63412,2.8157,85.62,-0.2298,0.0272,0.2571,1840.1721,0.184192,-383.305763,-383.296353,-383.295409,-383.341814,33.868
gdb_44096,O=C1OC23CCC2CC13,3.77086,1.45478,1.20913,4.3456,71.81,-0.2689,0.0056,0.2745,1022.7466,0.137274,-421.821384,-421.814432,-421.813488,-421.852753,27.714
gdb_20025,CCN1CC1C1CO1,4.3409,1.29489,1.15998,1.5002,72.3,-0.2246,0.0887,0.3134,1102.2589,0.164753,-365.005245,-364.996891,-364.995947,-365.038351,30.555
gdb_114360,CCC1OC2C(C)CC12,2.80877,1.15619,1.07563,1.5259,85.56,-0.2366,0.0777,0.3142,1303.5187,0.205656,-388.269666,-388.260393,-388.259449,-388.30388,35.37
gdb_70585,OC12CC1CCC1NC21,2.42051,1.79122,1.29316,1.2417,77.57,-0.2329,0.0699,0.3028,1038.0423,0.173374,-403.118018,-403.110402,-403.109458,-403.149498,31.801
gdb_132598,c1c(cnc(c1N)F)O,3.2091,1.34534,0.94873,4.6527,69.34,-0.2079,-0.0168,0.1911,1123.3183,0.101674,-478.03129,-478.02371,-478.022766,-478.063026,29.568
gdb_67184,OC12C3CC1C(=O)CC23,2.81084,1.50853,1.47114,2.2938,71.2,-0.2346,-0.0122,0.2224,973.2167,0.136779,-421.818814,-421.811566,-421.810622,-421.850265,29.242
gdb_100885,CCC(O)C(CO)C#C,2.40492,1.00638,0.74656,0.797,81.23,-0.2597,0.0427,0.3024,1544.3347,0.178936,-424.186705,-424.175599,-424.174655,-424.223238,40.04
gdb_95567,CC1OCC=CNC1=O,2.4558,1.6875,1.05559,3.2449,76.26,-0.2221,-0.0088,0.2133,1123.4774,0.148747,-439.121452,-439.113135,-439.112191,-439.154438,31.57
gdb_18040,C1OC2C=CCCC12,3.76694,2.06118,1.49439,2.0214,72.3,-0.2402,0.0128,0.253,864.8021,0.156753,-347.798955,-347.792339,-347.791395,-347.829749,26.119
gdb_20180,C1CC2C3OC(=N1)C23,3.93134,2.64863,1.99304,3.6455,64.3,-0.2313,-0.0277,0.2036,691.691,0.120638,-362.575098,-362.569467,-362.568523,-362.604439,23.411
gdb_121774,CCCNC(C#N)C#N,2.76803,0.79164,0.64077,4.323,78.16,-0.2752,-0.0197,0.2555,1722.8636,0.146647,-398.136499,-398.126323,-398.125379,-398.172834,34.84
gdb_63806,CC1(O)CN2C3CC1C23,2.98437,1.64512,1.47952,1.7869,76.83,-0.2329,0.0687,0.3016,981.8959,0.171955,-403.113185,-403.105489,-403.104545,-403.144647,31.847
gdb_17816,CC1CC1C1CCO1,4.01327,1.46765,1.29237,1.6394,75.14,-0.2455,0.0799,0.3253,1035.4148,0.177394,-348.974472,-348.966254,-348.96531,-349.007496,30.508
gdb_124356,CC(=O)n1c(=O)onn1,2.93267,1.62838,1.05382,3.78,58.01,-0.2982,-0.0812,0.217,1025.7674,0.075479,-505.941913,-505.934165,-505.933221,-505.974964,26.851
gdb_46969,O=C1NCC2CC=CN12,2.9875,1.74061,1.17502,4.0178,74.16,-0.2066,0.0201,0.2268,1015.3775,0.139916,-418.064721,-418.057594,-418.05665,-418.09651,27.666
gdb_101254,CCC(O)C1NC1(C)C,3.14072,0.86228,0.81018,2.2374,86.65,-0.2384,0.0719,0.3103,1599.2255,0.214611,-405.536024,-405.524711,-405.523766,-405.572797,41.279
gdb_45255,O=C1CC2CC3OC3C12,3.19075,1.61379,1.33747,3.9225,71.04,-0.2382,-0.0169,0.2213,967.3423,0.136995,-421.82697,-421.82004,-421.819096,-421.85841,27.681
gdb_1144,CC1(CN(C1)C)O,5.10299,1.83499,1.73871,1.9153,64.99,-0.2066,0.0692,0.2757,820.2803,0.158373,-326.95054,-326.942603,-326.941659,-326.982019,29.667
gdb_105485,CCC1(CC[NH2+]1)C([O-])=O,1.89075,1.71879,1.13164,5.0057,74.34,-0.2427,0.0205,0.2632,1162.4684,0.171227,-440.309582,-440.300387,-440.299443,-440.344021,33.897
gdb_83106,OC1C2CC=CN2C1=O,2.62183,1.79359,1.27887,2.1453,70.16,-0.2227,-0.0102,0.2125,978.2541,0.125474,-437.895657,-437.888072,-437.887127,-437.927985,28.553
gdb_87797,CC1C2N1CC21CC1O,3.43434,1.0807,0.99634,2.6809,80.66,-0.2205,0.0748,0.2953,1287.3573,0.169986,-403.081087,-403.072334,-403.07139,-403.114201,33.904
gdb_24148,C(C1CN1)C1=CNC=N1,3.66536,1.11437,1.07322,4.246,77.0,-0.2275,0.0227,0.2502,1186.1294,0.150994,-398.139362,-398.131532,-398.130588,-398.172551,29.566
gdb_92918,CC1CC=CC(C1)C#C,2.37344,1.33305,1.01381,0.7112,89.82,-0.2431,0.02,0.2631,1267.2015,0.182741,-349.944782,-349.935799,-349.934855,-349.978205,35.071
gdb_128448,COC(=O)c1cn[nH]n1,4.82094,1.05704,0.87171,1.8166,65.56,-0.2819,-0.0405,0.2413,1247.8998,0.102661,-470.036322,-470.028397,-470.027453,-470.069756,27.248
gdb_103266,COC1(C)C2NC(=O)C12,2.74135,1.40316,1.20361,4.7842,72.75,-0.2408,0.0092,0.25,1102.5208,0.146101,-439.066026,-439.057229,-439.056285,-439.099336,32.852
gdb_71193,CC12CC3C1N3C2C=O,2.56942,1.70666,1.38465,3.7786,75.32,-0.2428,-0.0294,0.2135,997.3017,0.146731,-401.888687,-401.880766,-401.879821,-401.921136,30.33
gdb_116568,CCN=C1CC2(O1)CC2,5.03253,0.80038,0.76383,2.1609,84.77,-0.2382,0.0309,0.2691,1588.0469,0.169639,-403.133085,-403.123905,-403.122961,-403.168102,33.958
gdb_25484,N=COC1=CC=CC=C1,5.03835,0.98166,0.83664,3.1294,82.68,-0.2394,-0.0128,0.2266,1324.2069,0.12636,-400.81179,-400.804304,-400.80336,-400.84437,28.261
gdb_25219,c1coc(=O)c(=O)cn1,2.56877,1.84472,1.15664,3.4721,67.09,-0.2637,-0.1129,0.1508,969.4362,0.077086,-472.641219,-472.63394,-472.632996,-472.674013,25.906
gdb_85483,CC1OC(=O)OC1C#C,2.53087,1.49605,1.10827,5.1819,66.9,-0.2901,0.0035,0.2936,1088.2934,0.111442,-457.780211,-457.771991,-457.771047,-457.81341,30.036
gdb_8719,C#CC(=O)C(=O)C#N,4.81953,1.44012,1.1088,4.3104,57.25,-0.2989,-0.1452,0.1538,940.8656,0.045498,-396.174352,-396.166604,-396.165659,-396.207335,25.522
gdb_111609,CCC1C2OC3CC3C12,3.08686,1.24324,1.17873,1.2886,81.45,-0.2324,0.0819,0.3142,1185.893,0.183753,-387.050904,-387.042791,-387.041847,-387.083625,32.215
gdb_64542,CC1(C=O)C2CC(=O)C12,3.76479,1.07337,1.04953,2.5555,75.17,-0.2543,-0.0444,0.2099,1179.6415,0.133989,-421.829242,-421.820803,-421.819859,-421.862412,31.382
gdb_11487,O=C(CC1CO1)C#N,5.72141,1.06025,0.96162,4.111,59.81,-0.2871,-0.0917,0.1954,1141.9377,0.093421,-398.588956,-398.58104,-398.580096,-398.622686,26.619
gdb_65409,CC1(CN1CC#C)C#N,4.06659,0.98707,0.92296,4.7867,79.54,-0.258,0.0126,0.2705,1276.9243,0.133408,-380.813663,-380.804252,-380.803308,-380.847796,34.364
gdb_19844,C1C2OCC3OC3C12,3.38103,2.58925,1.83603,2.4461,63.37,-0.2523,0.0826,0.3349,745.0142,0.1323,-383.702262,-383.69615,-383.695206,-383.732217,24.674
gdb_123331,C#CCc1cncnn1,4.61506,1.0972,0.89494,2.3639,74.46,-0.2403,-0.076,0.1643,1210.3135,0.101081,-395.702013,-395.694334,-395.69339,-395.735722,27.794
gdb_112667,CCC1CC(O)C(=O)N1,3.2642,1.02898,0.8327,4.0576,76.22,-0.2484,0.0264,0.2748,1407.1446,0.171527,-440.339664,-440.330457,-440.329513,-440.373875,34.459
gdb_22833,C1CC=CC(=NO)C=C1,3.25962,1.20216,0.9052,1.0218,89.08,-0.2154,-0.042,0.1734,1266.4337,0.149384,-401.925554,-401.917466,-401.916522,-401.958435,31.264
gdb_79771,CC1C2C3CC4C1N2C34,2.87877,1.94644,1.72942,1.7556,79.63,-0.2107,0.0588,0.2694,904.6604,0.173998,-365.927613,-365.920697,-365.919753,-365.960504,28.181
gdb_39496,C1C2CCCOCCN12,2.32585,1.67965,1.16584,1.0019,82.0,-0.2169,0.0866,0.3035,1127.8139,0.196911,-404.306495,-404.298366,-404.297421,-404.338909,32.592
gdb_73478,CC12CCC3CC1OC23,2.44523,2.1248,1.5299,1.7354,80.05,-0.2369,0.0848,0.3216,959.8124,0.185755,-387.088921,-387.081867,-387.080922,-387.119758,30.173
gdb_104444,CCC1(CCCCC1)C,2.73933,1.11096,1.00598,0.0584,95.09,-0.2822,0.0756,0.3578,1398.3151,0.253992,-353.592034,-353.582238,-353.581294,-353.625859,39.363
gdb_650,C1C2CCC1O2,5.58407,4.58758,4.13652,1.6655,52.01,-0.2427,0.0923,0.335,437.149,0.122563,-270.411205,-270.406628,-270.405684,-270.438825,18.387
gdb_64507,CC1(C2CO2)C2CCN12,3.48071,1.24828,1.12461,2.6797,78.73,-0.23,0.0801,0.3101,1160.2453,0.170815,-403.07547,-403.067098,-403.066154,-403.10838,32.326
gdb_79670,OC1C2C3NC3C12C#N,2.85563,1.51819,1.22107,5.3694,70.72,-0.2419,0.0021,0.244,1009.2048,0.113403,-416.727878,-416.720727,-416.719783,-416.759372,28.319
gdb_96872,CN=C1OC(C)CC1C,2.21494,1.38505,1.02858,2.6643,85.04,-0.2377,0.0344,0.2721,1292.3086,0.193554,-404.382334,-404.372256,-404.371312,-404.418213,36.318
gdb_99723,CCN(C(=O)N)C(=O)N,1.90892,1.74067,0.97182,3.0796,70.0,-0.2578,0.0194,0.2772,1200.3809,0.14786,-472.494445,-472.484717,-472.483773,-472.529384,35.629
gdb_36545,C#CCN=C1NCCO1,3.81161,0.95848,0.89135,3.9043,77.27,-0.2275,0.0457,0.2732,1346.9574,0.136487,-417.982654,-417.973974,-417.973029,-418.017265,31.479
gdb_11019,OC12CC1C(=O)NC2,4.1557,1.77208,1.49591,4.4706,61.27,-0.2386,0.0261,0.2647,841.0661,0.120019,-399.824878,-399.817874,-399.81693,-399.855819,27.039
gdb_40651,C1OC1C1C2CCCC12,3.15436,1.11975,1.09571,2.0056,82.23,-0.2527,0.0774,0.33,1237.8074,0.184564,-387.064914,-387.056764,-387.05582,-387.098524,31.326
gdb_20881,CCCc1nnon1,6.90781,1.06889,0.98703,2.9806,62.94,-0.3135,-0.0679,0.2456,1169.9795,0.118266,-395.938194,-395.930603,-395.929659,-395.971128,26.428
gdb_46377,N=C1OCC1NC1CC1,3.60886,0.98126,0.84947,2.7029,77.4,-0.2229,0.0239,0.2468,1385.6618,0.159872,-419.168844,-419.16021,-419.159266,-419.20318,31.982
gdb_27845,NC1=CC(O)=CC(=N)O1,2.07251,1.78485,0.95961,3.7936,76.42,-0.1867,-0.0109,0.1758,1145.4622,0.113512,-453.990054,-453.982155,-453.981211,-454.022172,31.097
gdb_113039,OCC1OC(C=C1)C#N,3.60756,1.03234,0.86556,4.0349,71.08,-0.2651,-0.0216,0.2435,1292.4775,0.124239,-437.888008,-437.879628,-437.878684,-437.921776,30.368
gdb_13458,CCOC1C(C)C1O,3.38145,1.26332,1.16024,1.8956,72.05,-0.2258,0.0682,0.2941,1161.4326,0.174855,-386.113758,-386.104184,-386.10324,-386.148511,34.067
gdb_44534,N=C1CC2C3CC3C2O1,3.43626,1.47742,1.39241,3.3484,75.23,-0.2501,0.0307,0.2808,989.6639,0.150457,-401.940253,-401.933373,-401.932429,-401.971707,28.002
gdb_32276,c1ccc(c(c1)CO)O,2.53013,1.49181,0.94395,1.782,78.77,-0.2136,0.0081,0.2217,1191.4125,0.137024,-421.888923,-421.880646,-421.879702,-421.921948,31.443
gdb_73061,CC12OCC1C2CC=O,3.47729,0.96925,0.87418,3.1492,77.24,-0.2358,-0.0179,0.2179,1364.3789,0.157117,-422.995721,-422.986717,-422.985773,-423.030184,32.873
gdb_59542,CC(O)C1CN2C(C)C12,2.64883,1.14024,1.06998,1.4117,81.59,-0.2222,0.0627,0.2848,1285.4137,0.193447,-404.297938,-404.288345,-404.287401,-404.332292,36.438
gdb_8412,CC1(O)CC11CCO1,3.56242,1.6801,1.48266,2.3686,68.69,-0.2209,0.0698,0.2907,932.1664,0.15166,-384.89884,-384.890473,-384.889529,-384.931393,31.317
gdb_14061,CC1C(O)C11COC1,3.28253,1.59862,1.43624,3.1277,68.05,-0.2384,0.0626,0.301,957.2667,0.152825,-384.893947,-384.885675,-384.884731,-384.926518,30.395
gdb_76510,OC1C(O)C11CC2CN12,3.14146,1.31541,1.19123,1.0847,71.91,-0.2259,0.0443,0.2702,1091.8981,0.146958,-439.000779,-438.992505,-438.991561,-439.03341,32.095
gdb_120261,CCCC1C2NC2C1O,3.18409,0.99752,0.8886,2.629,81.87,-0.2364,0.0732,0.3096,1421.9212,0.194513,-404.307429,-404.298148,-404.297204,-404.341819,35.304
gdb_127610,Cn1ncc(n1)OC=O,4.91579,0.94137,0.80269,3.9112,66.95,-0.2603,-0.0236,0.2367,1338.448,0.101113,-470.02426,-470.016033,-470.015089,-470.058726,27.658
gdb_80325,CC12C(O)C1CC2C#C,2.17507,1.52241,1.36375,1.7329,81.29,-0.2466,0.0387,0.2853,1085.122,0.157376,-385.82808,-385.818938,-385.817994,-385.86132,35.107
gdb_76940,CN1C(C=O)C1(C)C#N,2.76812,1.20339,1.12193,2.6917,76.29,-0.2564,-0.0639,0.1926,1156.1757,0.133195,-417.995446,-417.985906,-417.984962,-418.029504,33.936
gdb_45521,N=C1OC2CCC=CC12,3.23857,1.45839,1.12234,2.9293,78.2,-0.2491,0.0096,0.2587,1089.826,0.150396,-401.966241,-401.958946,-401.958002,-401.99815,28.821
gdb_15054,COC(C#C)C1CN1,2.85932,1.60881,1.09806,2.0902,70.83,-0.2497,0.0278,0.2775,1082.0556,0.140098,-363.778046,-363.769214,-363.76827,-363.811868,31.372
gdb_73579,CC12OCOC1C1CC21,2.39792,2.02513,1.53003,1.4711,73.46,-0.2524,0.0828,0.3352,949.4198,0.16013,-422.999189,-422.991691,-422.990747,-423.030765,30.082
gdb_114839,COC1CC2COC1O2,3.08149,1.48281,1.34418,0.9402,69.98,-0.2418,0.08,0.3218,1032.0779,0.161063,-460.154714,-460.14703,-460.146086,-460.187187,29.487
gdb_129742,NC1=C(OC=N)ON=N1,3.55083,1.1532,0.87387,1.6504,67.28,-0.2199,-0.0435,0.1764,1220.2825,0.088089,-486.020384,-486.011954,-486.01101,-486.054904,28.938
gdb_119816,COCC1=CCC(=O)C1,5.60163,0.75328,0.67511,3.1837,79.31,-0.2398,-0.0148,0.225,1642.1821,0.157472,-423.048403,-423.039125,-423.038181,-423.08353,33.022
gdb_112757,OCC1CC(O)C11CN1,2.46083,1.20389,0.92139,0.3513,75.16,-0.2377,0.0617,0.2994,1299.7646,0.170341,-440.232652,-440.223261,-440.222316,-440.267002,35.112
gdb_4108,CC1COCC1=NO,2.9404,1.8522,1.19536,1.1276,67.37,-0.2483,0.0035,0.2518,991.4155,0.141808,-400.964629,-400.956594,-400.95565,-400.997039,29.593
gdb_82993,OC1C2CC3COC2C13,3.58035,1.55465,1.46329,1.5127,73.21,-0.2314,0.0727,0.304,952.4221,0.162917,-423.013982,-423.00729,-423.006346,-423.044663,28.243
gdb_44291,O=C1CC2C3C4C(C13)N24,3.77328,1.74,1.52127,2.7802,70.22,-0.2317,-0.0217,0.21,869.5267,0.126762,-400.708373,-400.702364,-400.70142,-400.738686,25.082
gdb_13288,C1CC(C1)CCCO,6.60216,0.7411,0.69765,1.3099,79.14,-0.2614,0.0811,0.3425,1646.3477,0.20029,-350.19321,-350.183908,-350.182964,-350.227954,33.615
gdb_120133,OCCN1C2CC(=O)C12,3.97836,0.92689,0.90357,2.2511,73.54,-0.2404,-0.029,0.2114,1330.9467,0.146881,-439.042858,-439.034394,-439.03345,-439.076913,31.591
gdb_6117,CC1C(=O)CC1(C)C,2.7696,1.75721,1.43803,2.8652,75.05,-0.2345,-0.0128,0.2217,989.9132,0.174554,-349.02834,-349.019312,-349.018368,-349.061426,33.955
gdb_98252,CC(=N)N(C)C(=O)OC,3.12255,1.15984,0.85918,1.2395,76.43,-0.2454,0.0079,0.2533,1345.1935,0.15803,-456.391093,-456.380767,-456.379823,-456.427928,35.615
gdb_68427,CC12CN(C1)CC2C#N,2.60922,1.62003,1.24235,3.5368,79.01,-0.2436,0.0272,0.2707,1053.334,0.161589,-382.058791,-382.050993,-382.050049,-382.090854,30.796
gdb_89082,CC1CC1OCCC#N,4.9922,0.62428,0.59102,3.8339,81.23,-0.2603,0.0322,0.2926,1875.1377,0.169352,-403.143924,-403.13395,-403.133006,-403.180071,35.194
gdb_104447,CCC1(CCOCC1)C,2.86531,1.11337,1.02028,1.3284,88.14,-0.2417,0.0749,0.3167,1344.0535,0.230219,-389.509403,-389.499888,-389.498944,-389.543028,37.702
gdb_27235,CC1=C2CCN2C(=O)O1,2.18051,1.96175,1.05708,5.4732,73.52,-0.2023,0.0247,0.2269,1098.3579,0.125068,-437.910184,-437.902317,-437.901373,-437.94305,28.811
gdb_124563,CC(C)Cc1c[nH]nn1,4.05775,0.8881,0.84704,3.8855,81.0,-0.2487,0.0016,0.2503,1448.507,0.171609,-399.343457,-399.334322,-399.333377,-399.378321,33.506
gdb_86836,CC1NC(CC1=O)C#C,2.66433,1.26559,1.07076,2.5254,77.6,-0.2415,-0.021,0.2205,1190.4586,0.146634,-401.937515,-401.928607,-401.927662,-401.97135,33.442
gdb_1519,CCNC(=O)NC,7.88922,1.24756,1.12804,3.5615,63.03,-0.2372,0.0669,0.3042,1078.34,0.147875,-343.078368,-343.069385,-343.068441,-343.112828,30.187
